RA;Fev;Mar;Abr;Mai;Jun;Total Faltas
78541742773;1;5;7;3;6;22
76005698603;0;8;4;3;1;16
67592796415;3;3;5;3;1;15
87358837817;2;3;5;5;3;18
69261074960;3;2;4;4;3;16
88717881455;2;8;4;3;2;19
56682750405;2;4;4;3;8;21
94661035036;0;6;3;5;8;22
80007068125;2;7;6;4;7;26
93337030792;1;8;4;5;1;19
98015855059;1;3;5;3;0;12
99554681418;0;6;3;4;2;15
58824953664;2;5;2;4;6;19
88420471730;3;4;5;4;2;18
89753204608;1;4;3;5;4;17
90202411846;0;8;6;5;8;27
81270830371;1;4;7;4;2;18
66377269361;3;5;5;5;8;26
58149644619;0;2;4;4;0;10
66591401813;2;5;6;4;4;21
65765753264;3;8;3;4;6;24
82526148869;3;7;5;5;7;27
90309914050;1;3;3;4;1;12
83975379628;1;6;8;5;3;23
66661633537;0;5;8;3;8;24
61583920765;3;10;4;5;3;25
62123716594;3;4;8;5;0;20
84576082462;1;2;3;3;4;13
76397496949;0;3;6;3;5;17
57500064385;2;7;6;5;4;24
70054158612;1;9;5;3;7;25
97864881365;1;4;3;4;2;14
84701642018;2;8;2;4;6;22
66520770222;0;9;7;5;5;26
93867800997;0;4;4;5;0;13
97553346924;1;9;5;3;4;22
81005826445;2;10;3;4;2;21
99058766380;1;3;6;5;5;20
75679584507;2;9;7;4;2;24
65910449155;3;4;2;4;2;15
57129783197;0;7;7;3;2;19
75212790666;0;6;5;3;7;21
92971053189;2;8;3;3;1;17
61231871495;2;6;7;5;3;23
57150917852;1;3;8;5;4;21
98697853336;1;7;7;4;8;27
58912360748;0;10;3;4;7;24
95789459920;1;9;7;5;7;29
67495034437;2;3;4;5;8;22
94181295850;1;8;2;3;5;19
71774966528;3;2;5;5;3;18
92514746471;3;8;8;3;6;28
64023556397;2;8;5;4;8;27
93220030662;0;3;8;5;1;17
64834744744;1;5;2;4;5;17
97266315766;0;4;4;4;4;16
61818444647;3;6;6;3;3;21
91593744313;3;2;6;3;1;15
86983369387;2;2;6;4;2;16
62425838632;0;7;2;5;8;22
90887685686;1;8;2;3;7;21
80818216300;0;6;7;4;3;20
70913174333;0;2;3;4;3;12
73171353709;0;4;4;4;1;13
99478075629;0;9;8;3;0;20
82950348580;3;2;3;4;4;16
75811422535;3;5;5;4;3;20
59992394107;1;10;4;3;0;18
61123299597;3;3;6;3;7;22
85829880750;2;5;8;5;7;27
71981991451;0;5;5;3;6;19
75371578775;3;4;2;4;7;20
66825609138;0;7;3;3;0;13
60302141496;0;9;2;5;8;24
74696150320;0;8;3;4;8;23
60533949567;3;10;4;5;1;23
63528419604;2;9;5;4;7;27
68716425599;1;3;7;3;2;16
93795650965;1;7;2;3;2;15
88726960254;3;4;8;3;3;21
89549710801;3;8;7;5;5;28
73056953742;0;4;6;5;0;15
82562254871;0;5;6;4;5;20
72175054968;3;2;4;4;7;20
73232572919;2;8;3;5;8;26
70459266656;0;5;5;5;1;16
72340937537;1;8;3;3;1;16
98177664836;0;8;3;3;4;18
68885567947;1;10;4;5;3;23
82536911321;1;4;5;5;7;22
77472036374;1;8;3;5;3;20
88725538553;1;3;3;5;5;17
90403549025;0;2;6;3;4;15
80925212572;2;5;5;5;8;25
89377636199;0;7;5;4;6;22
86525690894;0;5;5;4;1;15
97364081212;1;2;2;5;6;16
89804698120;1;5;4;5;1;16
86941202761;0;9;4;5;6;24
68954599741;2;10;5;4;0;21
75366354164;1;7;2;5;7;22
69608866653;0;6;4;4;3;17
64928767418;3;3;5;3;0;14
88501881981;1;5;2;3;2;13
70982644387;0;9;8;4;3;24
68610098906;2;5;6;4;6;23
80014803890;0;8;7;5;7;27
67380702151;3;4;5;5;1;18
79819361962;1;7;3;4;3;18
90396632443;0;9;3;5;5;22
79667586565;1;10;7;5;8;31
74962199967;2;3;2;5;2;14
96481026526;1;9;3;4;4;21
73333039512;3;3;6;3;3;18
96377476121;1;7;5;4;3;20
57039255807;3;10;4;4;3;24
63093566834;3;4;8;4;8;27
88482887885;0;9;8;4;7;28
97950320482;0;6;6;5;7;24
56843204394;2;3;7;4;1;17
99532054279;1;3;3;5;8;20
57029100687;3;6;8;3;8;28
82487546449;1;7;7;4;2;21
74652879976;0;8;3;4;8;23
84788367355;1;10;4;4;5;24
76288685079;2;8;6;5;1;22
69937104197;3;10;5;3;7;28
78051129659;3;9;2;5;0;19
76858653145;3;7;6;4;1;21
63119744731;0;7;3;3;0;13
72100652952;3;3;4;3;5;18
76533280860;0;5;4;5;2;16
57880527806;3;7;7;3;3;23
65092064021;0;8;6;3;5;22
63893561511;0;4;6;5;7;22
84291839162;1;7;8;5;2;23
80113300098;2;4;4;3;0;13
59463043646;2;4;5;4;5;20
75332205879;0;7;2;4;7;20
80967326985;0;2;5;5;3;15
64145893892;0;7;7;4;3;21
58534624387;3;4;5;5;2;19
80355209504;3;5;5;4;6;23
64876344668;2;4;4;5;5;20
77611509140;1;9;8;4;2;24
61821096538;1;5;6;3;6;21
92179223683;2;4;8;5;8;27
